true_class,predicted_class,predicted_value
Eating,Eating,0.98
Eating,Transfer To Bed,0.01
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Therapy,0.0
Eating,Watching TV,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Lying In Bed,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Lying In Bed,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,0.99
Eating,Transfer To Bed,0.01
Eating,Nurse Visit,0.0
Eating,Talking on the Phone,0.0
Eating,Therapy,0.0
Eating,Watching TV,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Watching TV,0.0
Eating,Nurse Visit,0.0
Eating,Therapy,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Nurse Visit,0.0
Eating,Talking on the Phone,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Talking on the Phone,0.0
Eating,Watching TV,0.0
Eating,Transfer To Bed,0.0
Eating,Nurse Visit,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Watching TV,0.0
Eating,Nurse Visit,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Watching TV,0.0
Eating,Nurse Visit,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,0.99
Eating,Transfer To Bed,0.01
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Lying In Bed,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Therapy,0.0
Eating,Watching TV,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Lying In Bed,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Eating,Eating,1.0
Eating,Talking on the Phone,0.0
Eating,Transfer To Bed,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Watching TV,0.0
Eating,Nurse Visit,0.0
Eating,Sitting In Wheelchair,0.0
Eating,Lying In Bed,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,EVS Visit,0.0
Eating,Family,0.0
Eating,Doctor Visit,0.0
Eating,Eating,1.0
Eating,Transfer To Bed,0.0
Eating,Talking on the Phone,0.0
Eating,Nurse Visit,0.0
Eating,Watching TV,0.0
Eating,Therapy,0.0
Eating,Asleep-Trying to sleep,0.0
Eating,Lying In Bed,0.0
Eating,Sitting In Wheelchair,0.0
Eating,EVS Visit,0.0
Eating,Doctor Visit,0.0
Eating,Family,0.0
Nurse Visit,Nurse Visit,0.6
Nurse Visit,Talking on the Phone,0.13
Nurse Visit,Transfer To Bed,0.13
Nurse Visit,Watching TV,0.09
Nurse Visit,Therapy,0.05
Nurse Visit,Eating,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,1.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Family,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.86
Nurse Visit,Therapy,0.07
Nurse Visit,Transfer To Bed,0.06
Nurse Visit,Asleep-Trying to sleep,0.02
Nurse Visit,Eating,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.96
Nurse Visit,Eating,0.03
Nurse Visit,Therapy,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,1.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.97
Nurse Visit,Transfer To Bed,0.02
Nurse Visit,Therapy,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,1.0
Nurse Visit,Eating,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Transfer To Bed,0.36
Nurse Visit,Watching TV,0.33
Nurse Visit,Nurse Visit,0.28
Nurse Visit,Talking on the Phone,0.01
Nurse Visit,Therapy,0.01
Nurse Visit,Eating,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.93
Nurse Visit,Therapy,0.04
Nurse Visit,Asleep-Trying to sleep,0.02
Nurse Visit,Eating,0.01
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Nurse Visit,0.93
Nurse Visit,Asleep-Trying to sleep,0.02
Nurse Visit,Therapy,0.02
Nurse Visit,Eating,0.01
Nurse Visit,Talking on the Phone,0.01
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.65
Nurse Visit,Therapy,0.28
Nurse Visit,Asleep-Trying to sleep,0.04
Nurse Visit,Transfer To Bed,0.02
Nurse Visit,Eating,0.01
Nurse Visit,Watching TV,0.01
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Nurse Visit,0.63
Nurse Visit,Therapy,0.23
Nurse Visit,Transfer To Bed,0.14
Nurse Visit,Asleep-Trying to sleep,0.01
Nurse Visit,Eating,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,1.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Family,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.5
Nurse Visit,Asleep-Trying to sleep,0.46
Nurse Visit,Sitting In Wheelchair,0.03
Nurse Visit,Eating,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Nurse Visit,0.83
Nurse Visit,Eating,0.17
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Therapy,0.97
Nurse Visit,Transfer To Bed,0.02
Nurse Visit,Nurse Visit,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Nurse Visit,0.83
Nurse Visit,Watching TV,0.08
Nurse Visit,Transfer To Bed,0.05
Nurse Visit,Eating,0.03
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Family,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.9
Nurse Visit,Watching TV,0.07
Nurse Visit,Transfer To Bed,0.03
Nurse Visit,Talking on the Phone,0.01
Nurse Visit,Eating,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.56
Nurse Visit,Transfer To Bed,0.18
Nurse Visit,Lying In Bed,0.14
Nurse Visit,Therapy,0.12
Nurse Visit,Talking on the Phone,0.01
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Nurse Visit,0.9
Nurse Visit,Transfer To Bed,0.1
Nurse Visit,Eating,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.9
Nurse Visit,Watching TV,0.07
Nurse Visit,Therapy,0.02
Nurse Visit,Transfer To Bed,0.01
Nurse Visit,Talking on the Phone,0.01
Nurse Visit,Eating,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.91
Nurse Visit,Transfer To Bed,0.08
Nurse Visit,Therapy,0.01
Nurse Visit,Eating,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Therapy,0.46
Nurse Visit,Nurse Visit,0.45
Nurse Visit,Transfer To Bed,0.07
Nurse Visit,Asleep-Trying to sleep,0.02
Nurse Visit,Eating,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.99
Nurse Visit,Transfer To Bed,0.01
Nurse Visit,Watching TV,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.57
Nurse Visit,Eating,0.29
Nurse Visit,Watching TV,0.13
Nurse Visit,Transfer To Bed,0.01
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Family,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.5
Nurse Visit,Talking on the Phone,0.49
Nurse Visit,Transfer To Bed,0.01
Nurse Visit,Watching TV,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.71
Nurse Visit,Talking on the Phone,0.21
Nurse Visit,Transfer To Bed,0.08
Nurse Visit,Eating,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Family,0.0
Nurse Visit,Nurse Visit,0.98
Nurse Visit,Therapy,0.01
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.85
Nurse Visit,Transfer To Bed,0.08
Nurse Visit,Eating,0.07
Nurse Visit,Watching TV,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.92
Nurse Visit,Therapy,0.06
Nurse Visit,Asleep-Trying to sleep,0.02
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Transfer To Bed,0.48
Nurse Visit,Nurse Visit,0.31
Nurse Visit,Therapy,0.17
Nurse Visit,Eating,0.04
Nurse Visit,Watching TV,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Nurse Visit,0.66
Nurse Visit,Watching TV,0.25
Nurse Visit,Transfer To Bed,0.06
Nurse Visit,Eating,0.03
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,1.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Family,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.93
Nurse Visit,Watching TV,0.04
Nurse Visit,Eating,0.02
Nurse Visit,Talking on the Phone,0.01
Nurse Visit,Transfer To Bed,0.01
Nurse Visit,Therapy,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.77
Nurse Visit,Therapy,0.16
Nurse Visit,Asleep-Trying to sleep,0.03
Nurse Visit,Transfer To Bed,0.02
Nurse Visit,Eating,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Nurse Visit,0.93
Nurse Visit,Talking on the Phone,0.06
Nurse Visit,Therapy,0.01
Nurse Visit,Eating,0.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.93
Nurse Visit,Therapy,0.03
Nurse Visit,Transfer To Bed,0.02
Nurse Visit,Watching TV,0.01
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Nurse Visit,0.64
Nurse Visit,Transfer To Bed,0.27
Nurse Visit,Therapy,0.09
Nurse Visit,Eating,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Asleep-Trying to sleep,0.69
Nurse Visit,Nurse Visit,0.23
Nurse Visit,Sitting In Wheelchair,0.08
Nurse Visit,Family,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Nurse Visit,1.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.83
Nurse Visit,Watching TV,0.17
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.88
Nurse Visit,Transfer To Bed,0.12
Nurse Visit,Watching TV,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,1.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Eating,0.0
Nurse Visit,Asleep-Trying to sleep,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Family,0.0
Nurse Visit,Sitting In Wheelchair,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Nurse Visit,0.71
Nurse Visit,Sitting In Wheelchair,0.21
Nurse Visit,Asleep-Trying to sleep,0.08
Nurse Visit,Eating,0.0
Nurse Visit,Therapy,0.0
Nurse Visit,Watching TV,0.0
Nurse Visit,Family,0.0
Nurse Visit,Talking on the Phone,0.0
Nurse Visit,Transfer To Bed,0.0
Nurse Visit,Doctor Visit,0.0
Nurse Visit,Lying In Bed,0.0
Nurse Visit,EVS Visit,0.0
Nurse Visit,Nurse Visit,0.5
